ORD-20260815-001,2026-08-15 12:14:51,키오스크,매장,6000,0,6000,0,0,신용카드
ORD-20260818-001,2026-08-18 09:25:22,키오스크,매장,9000,0,9000,0,0,신용카드
ORD-20260818-002,2026-08-18 09:28:01,키오스크,매장,9000,0,9000,0,0,삼성페이
ORD-20260818-003,2026-08-18 09:44:10,키오스크,매장,6000,100,5900,59,1001,신용카드
ORD-20260818-004,2026-08-18 10:11:24,키오스크,매장,12000,100,11900,119,1001,신용카드
ORD-20260818-005,2026-08-18 10:54:49,키오스크,매장,7500,0,7500,0,0,카카오페이
ORD-20260818-006,2026-08-18 11:30:30,키오스크,매장,15000,100,14900,149,1001,신용카드
ORD-20260818-007,2026-08-18 11:33:52,키오스크,매장,7500,100,7400,74,1001,신용카드
ORD-20260818-008,2026-08-18 12:00:02,키오스크,매장,6000,100,5900,59,1001,신용카드
ORD-20260818-009,2026-08-18 12:04:18,키오스크,매장,9000,100,8900,89,1001,신용카드
ORD-20260818-010,2026-08-18 13:27:47,키오스크,매장,4500,100,4400,44,1001,신용카드
ORD-20260818-011,2026-08-18 13:56:40,키오스크,매장,7500,100,7400,74,1001,신용카드
ORD-20260818-012,2026-08-18 13:58:12,키오스크,매장,10500,100,10400,104,1001,신용카드
ORD-20260818-013,2026-08-18 14:10:06,키오스크,매장,6000,100,5900,59,1001,신용카드
ORD-20260818-014,2026-08-18 14:28:55,키오스크,매장,7500,0,7500,0,0,신용카드
ORD-20260818-015,2026-08-18 14:50:37,키오스크,매장,1500,100,1400,14,1001,신용카드
ORD-20260818-016,2026-08-18 15:03:00,키오스크,매장,7500,10,7490,74,1001,신용카드
ORD-20260818-017,2026-08-18 15:31:24,키오스크,매장,3000,100,2900,29,1001,신용카드
ORD-20260818-018,2026-08-18 17:13:09,키오스크,매장,18000,0,18000,0,0,네이버페이
ORD-20260818-019,2026-08-18 18:25:31,키오스크,매장,16500,0,16500,0,0,삼성페이
ORD-20260818-020,2026-08-18 18:26:49,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260818-021,2026-08-18 18:29:26,키오스크,매장,9000,0,9000,0,0,삼성페이
ORD-20260818-022,2026-08-18 18:29:52,키오스크,매장,3000,0,3000,0,0,카카오페이
ORD-20260818-023,2026-08-18 20:18:53,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260818-024,2026-08-18 20:20:58,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260818-025,2026-08-18 20:25:50,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260815-APP150407157,2026-08-19 09:31:43,앱,배달,18000,0,18000,180,1006,앱선결제
ORD-20260814-APP01,2026-08-19 09:34:06,앱,포장,20000,2000,18000,180,1001,앱선결제
ORD-20260819-001,2026-08-19 09:39:53,키오스크,매장,9000,0,9000,0,0,네이버페이
ORD-20260819-002,2026-08-19 09:42:21,키오스크,매장,6000,0,6000,0,0,카카오페이
ORD-20260819-003,2026-08-19 09:42:52,키오스크,매장,3000,0,3000,0,0,네이버페이
ORD-20260819-004,2026-08-19 09:56:05,키오스크,매장,6000,0,6000,0,0,카카오페이
ORD-20260819-005,2026-08-19 10:06:00,키오스크,매장,6000,50,5950,59,1001,신용카드
ORD-20260819-006,2026-08-19 10:46:33,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260819-007,2026-08-19 10:50:59,키오스크,매장,9000,0,9000,0,0,네이버페이
ORD-20260819-008,2026-08-19 11:02:36,키오스크,매장,6000,0,6000,0,0,카카오페이
ORD-20260819-009,2026-08-19 11:07:26,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260819-010,2026-08-19 11:24:04,키오스크,매장,6000,0,6000,0,0,신용카드
ORD-20260819-011,2026-08-19 11:25:31,키오스크,매장,6000,40,5960,59,1001,신용카드
ORD-20260819-012,2026-08-19 12:07:44,키오스크,매장,6000,0,6000,0,0,네이버페이
ORD-20260819-013,2026-08-19 12:30:45,키오스크,매장,18000,20,17980,179,1001,신용카드
ORD-20260819-014,2026-08-19 14:47:37,키오스크,매장,6000,0,6000,0,0,네이버페이
ORD-20260819-015,2026-08-19 14:49:11,키오스크,매장,9000,3000,6000,60,1001,네이버페이
ORD-20260819-016,2026-08-19 15:52:37,키오스크,매장,15000,0,15000,0,0,네이버페이
ORD-20260819-017,2026-08-19 15:54:57,키오스크,매장,10000,0,10000,0,0,네이버페이
ORD-20260819-018,2026-08-19 16:01:03,키오스크,매장,9000,0,9000,0,0,카카오페이
ORD-20260819-019,2026-08-19 18:12:39,키오스크,매장,3000,0,3000,0,0,카카오페이
ORD-20260819-020,2026-08-19 18:14:38,키오스크,매장,6000,0,6000,0,0,삼성페이
ORD-20260814-APP02,2026-08-20 10:51:05,앱,배달,15000,0,15000,0,0,앱선결제
ORD-20260820-APP101759639,2026-08-20 10:51:17,앱,배달,56500,0,56500,565,1006,앱선결제
ORD-20260815-APP145207964,2026-08-20 10:51:20,앱,배달,48000,0,48000,480,1006,앱선결제
ORD-20260815-APP150151589,2026-08-20 10:51:23,앱,배달,184500,0,184500,1845,1006,앱선결제
ORD-20260820-APP105158341,2026-08-20 10:53:44,앱,배달,67500,3700,63800,638,1006,앱선결제
ORD-20260815-APP150955742,2026-08-20 10:54:22,앱,배달,13500,0,13500,135,1006,앱선결제
ORD-20260820-001,2026-08-20 13:51:50,키오스크,매장,6000,10,5990,59,1001,신용카드
ORD-20260820-002,2026-08-20 13:55:03,키오스크,매장,1500,100,1400,14,1001,네이버페이
ORD-20260817-001,2026-08-17 11:30:00,키오스크,매장,12000,0,12000,120,1002,신용카드
ORD-20260817-002,2026-08-17 14:10:00,키오스크,매장,18000,1000,17000,170,1003,신용카드
ORD-20260817-003,2026-08-17 18:40:00,앱,포장,30000,0,30000,300,1004,앱선결제
ORD-20260818-004,2026-08-18 11:30:00,키오스크,매장,15000,0,15000,150,1005,신용카드
ORD-20260818-005,2026-08-18 14:10:00,키오스크,매장,24000,1000,23000,230,1006,신용카드
ORD-20260818-006,2026-08-18 18:40:00,앱,포장,36000,0,36000,360,1007,앱선결제
ORD-20260819-007,2026-08-19 11:30:00,키오스크,매장,21000,0,21000,210,1001,신용카드
ORD-20260819-008,2026-08-19 14:10:00,키오스크,매장,27000,1000,26000,260,1002,신용카드
ORD-20260819-009,2026-08-19 18:40:00,앱,포장,42000,0,42000,420,1003,앱선결제
ORD-20260815-001,2026-08-15 10:30:00,키오스크,매장,15000,0,15000,150,1001,신용카드
ORD-20260815-002,2026-08-15 11:20:00,앱,포장,21000,0,21000,210,1002,앱선결제
ORD-20260815-003,2026-08-15 12:40:00,키오스크,매장,27000,1000,26000,260,1003,신용카드
ORD-20260815-004,2026-08-15 14:00:00,앱,매장,33000,0,33000,330,1004,앱선결제
ORD-20260815-005,2026-08-15 15:30:00,키오스크,포장,18000,0,18000,180,1005,신용카드
ORD-20260815-006,2026-08-15 17:10:00,앱,매장,36000,0,36000,360,1006,앱선결제
ORD-20260815-007,2026-08-15 18:40:00,키오스크,매장,42000,1000,41000,410,1007,신용카드
ORD-20260815-008,2026-08-15 20:00:00,앱,포장,30000,0,30000,300,1001,앱선결제
ORD-20260816-001,2026-08-16 10:30:00,키오스크,매장,12000,0,12000,120,1001,신용카드
ORD-20260816-002,2026-08-16 11:20:00,앱,포장,24000,0,24000,240,1002,앱선결제
ORD-20260816-003,2026-08-16 12:40:00,키오스크,매장,30000,1000,29000,290,1003,신용카드
ORD-20260816-004,2026-08-16 14:00:00,앱,매장,18000,0,18000,180,1004,앱선결제
ORD-20260816-005,2026-08-16 15:30:00,키오스크,포장,39000,0,39000,390,1005,신용카드
ORD-20260816-006,2026-08-16 17:10:00,앱,매장,27000,0,27000,270,1006,앱선결제
ORD-20260816-007,2026-08-16 18:40:00,키오스크,매장,45000,1000,44000,440,1007,신용카드
ORD-20260816-008,2026-08-16 20:00:00,앱,포장,33000,0,33000,330,1001,앱선결제
ORD-20260814-001,2026-08-14 10:15:00,키오스크,매장,15000,0,15000,150,1001,신용카드
ORD-20260814-002,2026-08-14 11:05:00,키오스크,매장,21000,1000,20000,200,1002,신용카드
ORD-20260814-003,2026-08-14 11:50:00,앱,포장,27000,0,27000,270,1003,앱선결제
ORD-20260814-004,2026-08-14 12:30:00,키오스크,매장,33000,0,33000,330,1004,신용카드
ORD-20260814-005,2026-08-14 13:40:00,앱,포장,18000,1000,17000,170,1005,앱선결제
ORD-20260814-006,2026-08-14 15:10:00,키오스크,매장,36000,0,36000,360,1006,신용카드
ORD-20260814-007,2026-08-14 16:25:00,앱,포장,24000,0,24000,240,1007,앱선결제
ORD-20260814-008,2026-08-14 17:50:00,키오스크,매장,42000,2000,40000,400,1001,신용카드
ORD-20260814-009,2026-08-14 19:10:00,키오스크,매장,30000,0,30000,300,1002,신용카드
ORD-20260814-010,2026-08-14 20:30:00,앱,포장,45000,0,45000,450,1003,앱선결제
ORD-20260815-011,2026-08-15 10:20:00,키오스크,매장,24000,0,24000,240,1001,신용카드
ORD-20260815-012,2026-08-15 11:10:00,키오스크,매장,30000,0,30000,300,1002,신용카드
ORD-20260815-013,2026-08-15 11:55:00,앱,포장,36000,1000,35000,350,1003,앱선결제
ORD-20260815-014,2026-08-15 12:40:00,키오스크,매장,45000,0,45000,450,1004,신용카드
ORD-20260815-015,2026-08-15 13:30:00,앱,포장,27000,0,27000,270,1005,앱선결제
ORD-20260815-016,2026-08-15 14:50:00,키오스크,매장,51000,1000,50000,500,1006,신용카드
ORD-20260815-017,2026-08-15 16:10:00,키오스크,매장,39000,0,39000,390,1007,신용카드
ORD-20260815-018,2026-08-15 17:35:00,앱,포장,48000,0,48000,480,1001,앱선결제
ORD-20260815-019,2026-08-15 19:00:00,키오스크,매장,60000,2000,58000,580,1002,신용카드
ORD-20260815-020,2026-08-15 20:25:00,앱,포장,42000,0,42000,420,1003,앱선결제
ORD-20260816-021,2026-08-16 10:30:00,키오스크,매장,21000,0,21000,210,1001,신용카드
ORD-20260816-022,2026-08-16 11:15:00,앱,포장,27000,0,27000,270,1002,앱선결제
ORD-20260816-023,2026-08-16 12:00:00,키오스크,매장,33000,1000,32000,320,1003,신용카드
ORD-20260816-024,2026-08-16 12:50:00,키오스크,매장,42000,0,42000,420,1004,신용카드
ORD-20260816-025,2026-08-16 13:45:00,앱,포장,30000,0,30000,300,1005,앱선결제
ORD-20260816-026,2026-08-16 15:00:00,키오스크,매장,48000,1000,47000,470,1006,신용카드
ORD-20260816-027,2026-08-16 16:20:00,앱,포장,36000,0,36000,360,1007,앱선결제
ORD-20260816-028,2026-08-16 17:45:00,키오스크,매장,54000,0,54000,540,1001,신용카드
ORD-20260816-029,2026-08-16 19:15:00,키오스크,매장,45000,2000,43000,430,1002,신용카드
ORD-20260816-030,2026-08-16 20:40:00,앱,포장,39000,0,39000,390,1003,앱선결제
ORD-20260817-031,2026-08-17 10:10:00,키오스크,매장,18000,0,18000,180,1001,신용카드
ORD-20260817-032,2026-08-17 11:00:00,앱,포장,24000,1000,23000,230,1002,앱선결제
ORD-20260817-033,2026-08-17 11:45:00,키오스크,매장,30000,0,30000,300,1003,신용카드
ORD-20260817-034,2026-08-17 12:30:00,키오스크,매장,36000,0,36000,360,1004,신용카드
ORD-20260817-035,2026-08-17 13:20:00,앱,포장,27000,1000,26000,260,1005,앱선결제
ORD-20260817-036,2026-08-17 14:40:00,키오스크,매장,42000,0,42000,420,1006,신용카드
ORD-20260817-037,2026-08-17 16:00:00,앱,포장,33000,0,33000,330,1007,앱선결제
ORD-20260814-041,2026-08-14 10:40:00,키오스크,매장,21000,0,21000,210,1004,신용카드
